County,Name,Web Address,Physical Address,Phone Number,Email Address,Ages listed,Age categories,ABA Services (Yes or No),Early Intervention,Speech Therapy,Physical Therapy,Occupational Therapy,Community Transitions,Community Living,Parenting Education,Advocacy Support,IEP Support Services,In-School Services,Support Groups,Residential Services,Medical Provider,Hospital Treatments,Mentorship,Referrals,Other (List the other services)
Carteret,Coastal Carolina Neuropsychiatric Center,https://coastalcarolinapsych.com/,"302 Penny Lane Morehead City, NC 28557",910-938-1114,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Couples/Marital/Family Therapy, Diagnosis, Medication Management, Trans Cranial Magnetic Stimulation, Interpersonal/Individual Therapy, Behavioral/Cognitive Therapy"
Carteret,Autism Society of NC - Social Recreation in Eastern NC,https://www.autismsociety-nc.org/social-recreation/eastern-nc/,"113 Roberts Road Newport, NC 28570",252-658-3020,SRP_Newport@autismsociety-nc.org,4+,"preschoolers, children, adolescents, adults",No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Creative Exploration, Social Skills Training, Vocational Training, Community Outreach & Volunteerism"
Carteret,Ole Towne Counseling & Assessment Services,https://www.oletownecounseling.com/,"601 Cedar St., Suite 5 Beaufort, NC 28516​",252-838-1605,,,"children, adolescents, adults",No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Behavior Management
Carteret,Le Chris Counseling Services Inc,http://www.lechris.com/,"3332 Bridges St # A Morehead City, NC 28557",252-726-9006,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"Community Support, In-Home Services"
Carteret,Integrated Family Services,http://www.integratedfamilyservices.net/,"3710-A John Platt Road Morehead City, NC 28557",252-648-7850,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Crisis Program, Mental Health Services"
Carteret,Priorities ABA,http://www.prioritiesaba.com/,"2129 S Glenburnie Rd New Bern, NC 28562 (Suite 17)",252-341-4192,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,
Carteret,Priorities ABA,http://www.prioritiesaba.com/,"200 Valencia Drive Jacksonville, NC 28546",252-341-4192,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,
Carteret,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Consultation & Parent/Family Training
Carteret,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/,"2842 Neuse Blvd New Bern, NC 28562",252-514-4770,"wendy.chapman@dhhs.nc.gov, jim.northrop@dhhs.nc.gov, jean.frye@dhhs.nc.gov",0-3,"Infants, toddlers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,"Food Assistance, Developmental Assessments"
Carteret,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510, 4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Creative Exploration, Social Skills Training, Vocational Training, Community Outreach & Volunteerism"
Caswell,Caswell County Partnership for Children,http://www.caswellchildren.org/,"1084 NC Hwy 86 North, Yanceyville, NC 27379",336-694-1538,ccp4child@esinc.net,0-18,"infants, toddlers, preschoolers, children, adolescents, teens",No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,
Caswell,TEACCH - Chapel Hill Center,https://teacch.com/regional-centers/chapel-hill-teacch-center/,"100 Renee Lynne Court, Carrboro, NC 27510",919-966-5156,TEACCH@unc.edu,,,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,"Consultation, Parent Education"
Caswell,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"2929 Crouse Ln., Suite B, Burlington, NC 27215",336-513-4222,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,
Caswell,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"122 N. Elm St., Suite 400 Greensboro, NC 27401",336-334-5601,N/A,0-3,"infants, toddlers, preschoolers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,"Food Assistance, Developmental Assessments"
Catawba,Compleat Kidz,https://www.compleatkidz.com,"1899 Tate Boulevard SE, Suite 2106, Hickory, NC 28602",,,,,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,
Catawba,Catawba Valley Behavioral Healthcare,https://www.cvbh.org/,"301 E Meeting St, Morganton, NC 28655",828-624-1900,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,
Catawba,NC Pre-Kindergarten Program Catawba County Partnership for Children,https://catawbakids.com/early-childhood-services/nc-pre-kindergarten-program/,"738 4th Street SW Hickory, NC 28602",828-695-6505,,4-5,preschoolers,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,"Children's Resource Center, Library, Child Care Subsidy"
Catawba,Stepping Stones,https://www.steppingstonesofnewton.com/index.html,"20 East First St, PO Box 245, Newton, NC 28658",828-464-3900,steppingstones@charter.net,,,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Consultation & Parent/Family Training
Catawba,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"145-A West Parker Rd, Morganton, NC 28655",828-433-5171,N/A,0-3,"infants, toddlers, preschoolers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,"Food Assistance, Developmental Assessments"
Catawba,Shining Hopes Farms,https://shininghopefarms.org/,"6347 St. Peter’s Church Road, Conover, NC 28613",704-827-3788,,,"children, adults",No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,"Mental Health Counseling, Equine Assisted Psychotherapy"
Catawba,Rising Hope Farm,http://risinghopefarms.com/,"3775 Bethany Church Rd, Claremont, NC 28610",828-638-0879,gailwartner@bellsouth.net,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Equine Therapy
Chatham,Theraplay LLC,theraplaync.com,"135 Chatham St, Sanford, NC 27330",919-774-1281,ClientCare@theraplaync.com,,"infants, toddlers, preschoolers, children, adolescents",No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Feeding Therapy
Chatham,Scheffler Psychological Associates,https://www.schefflerpsychological.com/,"310 West St Pittsboro, NC 27312, PO Box 1372 Pittsboro, NC 27312",919-548-5612,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Evaluations
Chatham,Mi Esculetia Spanish Immerison Preschool,http://www.miescuelitanc.org/,"201 Culbreth Rd Chapel Hill, NC 27516`",919-969-7949,,1-5,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,"Specialized Classrooms, Individualized Instruction"
Chatham,Child Care Sercies Association (Chapel Hill),http://www.carolinaparent.com/CP/Special-Needs-Resources/index.php/category/Child%2BCare/,"1829 E, Franklin St Building 100 Chapel Hill NC 27514",919-967-3272,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Child Care
Chatham,Chatham County Partnership for Children,chathamkids.org,"220 Chatham Business Drive, Pittsboro, NC 27312",919-542-7449,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Child Care
Chatham,Full Circle Family Counseling,www.fullcirclefamilycounseling.com,"495 Turn Key Way, Pittsboro, NC 27312",919-421-3027,rad@fullcirclefamilycounseling.com,,"Children, adolescents, adults",No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Couples/Individual/Family Counseling
Chatham,Peak Professional Group PLLC,http://www.peakprofessionalgroup.com/,"200 Sanford Road, Suite 2 & 6, Pittsboro, NC 27312",919-335-3105,information.ppg@gmail.com,,"Children, adolescents, adults",No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,"Therapy for Kids/Teesns/Couples/Families, Schoollllllll-Based Counseling"
Chatham,Child Care Networks Inc,https://www.carolinaparent.com/,33 Deegan Dr Pittsboro NC 27312,919-542-6644,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,"Day Camps, After School Enrichment Activities, Tutors/Homeschool Assistance, Special Events, Doctors/Pediatric Resourses"
Chatham,Camp Royall,https://www.autismsociety-nc.org/camp-royall/summer-camp/,"250 Bill Ash Road, Moncure, NC 27559",919-542-1033,camproyall@autismsociety-nc.org,4+,"preschoolers, children, adolescents, adults",No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Creative Exploration, Social Skills Training, Vocational Training, Community Outreach & Volunteerism"
Chatham,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Consultation & Parent/Family Training
Chatham,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"201 Sage Rd., Suite 100A, Chapel Hill, NC 27514",919-913-4000,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,
Chatham,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"115 Market Street, Suite 201,Durham, NC 27701-3221",919-560-5600,N/A,0-3,"infants, toddlers, preschoolers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,"Food Assistance, Developmental Assessments"
Cherokee,"Autism Society of NC, Cherokee County Chapter Meeting",https://www.facebook.com/groups/asnc.cherokee/,"2810 W US Hwy 64, Suite 2, Murphy NC 28906",,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,
Cherokee,Appalachian Community Services,https://www.acswnc.com/,"750 US Hwy 64 West, Murphy, NC 28906",828-837-0071 or 866-464-9115,,,"children, adults",No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Individual/Group/Couples/Family Therapy, Clinical Assessments, Medication Management, Community Support Team"
Cherokee,Head Start,http://www.foursquarecommunityactioninc.com/headstart.htm,"61 Clay Street, Andrews, NC, 28901",828-321-0641,,3-5,preschoolers,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,"Transportation, Dental Services, Nutritional Services, Meals, Health Screenings, Family Services"
Cherokee,Head Start,http://www.foursquarecommunityactioninc.com/headstart.htm,"161 Thomas Street, Murhphy, NC, 28906",828-837-9756,,3-5,preschoolers,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,"Transportation, Dental Services, Nutritional Services, Meals, Health Screenings, Family Services"
Cherokee,Family Support Network of Region A,https://www.facebook.com/FamilySupportNetworkofRegionA,"87 Bonnie Ln Sylvia, NC 28779",828-631-3900,,,,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,
Cherokee,Southwestern Child Development Services,http://www.swcdcinc.org/,"1228 Andrews Rd. Murphy, NC 28906",828-837-8094,,,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,"Family Services, Childcare Services, Subsidized Programs,"
Chowan,Autism Society of North Carolina,https://www.autismsociety-nc.org/,"100 E. Colonial Ave, Elizabeth City, NC 27909",252-335-1089,,0+,"Infants, toddler, preschool, children, adolescents, adults",No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Creative Exploration, Social Skills Training, Vocational Training, Community Outreach & Volunteerism"
Chowan,TEACCH® Autism Program: Greenville Center,https://teacch.com/regional-centers/greenville-teacch-center/,"108-D West Fire Tower Road Winterville, NC 28590",252-830-3300,"jill_Scercy@med.unc.edu, sharonda_sutton-smith@med.unc.edu",0+,"Infants, toddler, preschool, children, adolescents, adults",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,"Consultation, Parent Education"
Chowan,"EIC, Inc. Head Start Program",https://eicca.org/head-start,"712 Virginia Road, Edenton, NC 27932","252-789-4940, 252-789-4943, 252-789-4941, 252-789-4901, 252-789-4929",,3-5,Preschool,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,
Chowan,"EIC, Inc. Early Head Start Program",https://eicca.org/early-head-start,"712 Virginia Road, Edenton, NC 27932","252-789-4940, 252-789-4943, 252-789-4941, 252-789-4901, 252-789-4929",,0-3,Infants,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,
Chowan,Life Inc.,https://www.lifeincorporated.com/,"701 N. Broad St, Edenton NC 27932",919-778-1900,info@lifeincorporated.com,18+,Adults,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,
Chowan,Eastern Seals UCP NC and VA Employment Services,http://www.easterseals.com/NCVA/our-programs/adult-services/intellectual-and.html,"600 Lynndale Court Greenville, NC 27858 (Suite A)","252-536-4105, 252-353-8001",,18+,Adults,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,
Chowan,Integrated Family Services Mobile Crisis Management Services,http://www.integratedfamilyservices.net/services/mobile-crisis-management/,"312 S Academy Street P.O. Box 885 Ahoskie, NC 27910",252-209-0388,,0-12,"Infants, toddler, preschool, children",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Crisis Program, Mental Health Services"
Chowan,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1417 Parkview Drive, PO Box 189, Elizabeth City, NC 27909",252-338-4044,N/A,0-3,"infants, toddlers, preschoolers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,"Food Assistance, Developmental Assessments"
Chowan,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510, 4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Creative Exploration, Social Skills Training, Vocational Training, Community Outreach & Volunteerism"
Chowan,Integrated Family Services Mobile Crisis Management Services,http://www.integratedfamilyservices.net/services/mobile-crisis-management/,"202 NC HWY 42, PO Box 885, Ahoskie. NC 27910",1-866-437-1821,Contact form,3+,"Preschool, children, adolescents, young adults, adults",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Crisis Program, Mental Health Services, 24-hour Mobile Crisis Team"
Clay,Appalachian Community Services,https://www.acswnc.com/,"254 Church Street, Hayesville, NC 28904",804.332.5711,Contact form on page,,"children, adults",No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Individual/Group/Couples/Family Therapy, Clinical Assessments, Medication Management, Community Support Team"
Clay,Head Start,http://www.foursquarecommunityactioninc.com/headstart.htm,"1940 Hwy. 64 Business, Hayesville, NC, 28904",828-389-3159,,3-5,preschoolers,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,"Transportation, Dental Services, Nutritional Services, Meals, Health Screenings, Family Services"
Clay,Family Support Network of Region A,https://www.facebook.com/FamilySupportNetworkofRegionA,"87 Bonnie Ln, Sylva, NC 28779",828-631-3900,,,,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,
Clay,Southwestern Child Development Services,http://www.swcdcinc.org/,"6 Cold Branch Rd. Hayesville, NC 28904",828-389-3216,,,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,"Family Services, Childcare Services, Subsidized Programs,"
Cleveland,Cleveland County Head Start,https://www.ccpartnershipforchildren.com/early-head-start,"105 East Ridge Street, Kings Mountain, NC 28086",704-734-2052,,0-3,"infants, toddlers",No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,
Cleveland,First in Families of Cleveland County,http://fifnc.org/,"E. Marion St., Shelby, NC 28150",704-689-6648,,,,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,
Cleveland,"Cleveland Vocational Industries, Inc",http://cvii.org/wp/,"650 North Post Road, Shelby, NC 28150",704-471-0606,info@cvii.org,16+,"adolescents, adults",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Vocational Services
Cleveland,Shelby Wellness and Therapy Center,http://www.shelbytherapy.com/index.html,"809 N. Lafayette St Suite A, Shelby, NC 28150",704-284-0554,info@wpofnc.com,,,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,"Couples/Family Counseling, Marriage Workshops, Stress/Anger Management"
Cleveland,Art of Therapy Center,https://artoftherapycenter.com/,"117 West Marion St. Shelby, NC 28150",980-484-2111,intake@artoftherapy.com,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,"Infant Mental Health, Play Therapy, Individual/Family/Crisis/Marriage Counseling"
Cleveland,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1429 East Marion Street, Suite 5, Shelby, NC 28150",704-480-5440,N/A,0-3,"infants, toddlers, preschoolers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,
Cleveland,Hearts & Hooves Therapeutic Riding Center,https://www.heartsnhooves.org/,"PO Box 281, Waco, North Carolina 28169",704)476-8230 ex.6410,,5-21,"children, young adults",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Horseback Riding Therapy
Columbus,"Southeastern Community & Family Services, Inc. Head Start Program",http://scfsnc.org/head-start-program/,"5465 Silver Spoon Road Whiteville, NC 28472",910-648-4860,,3-5,"Toddlers, preschool",No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,
Columbus,Whiteville City Schools Exceptional Children’s Program,https://www.whiteville.k12.nc.us/departments/exceptional-children,"107 Walter St. Whiteville, NC 28472",910-914-4161,jgraves@whiteville.k12.nc.us,3-21,"Preschool, children, adolescent, young adult",No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,
Columbus,Columbus County Schools Exceptional Children’s Program,,"817 Washington St Whiteville, NC","910-642-5168, 910-642-1010",,3-21,"Preschool, children, adolescent, young adult",No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,
Columbus,"Columbus County Partnership for Children - Smart Start - Ready, Set, Go!",https://www.columbussmartstartcom.com/services.html,"109 W. Main St Whiteville, NC 28472",910-618-9260,,0-5,"Infants, toddlers, preschool",No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,"Early Head Start, Early Childhood Training Institute"
Columbus,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/,"3311 Burnt Mill Drive Wilmington, NC 28403 (Suite 100)",910-251-5817,jim.northrop@dhhs.nc.gov,0-3,"Infants, toddlers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,
Craven,Eastern Carolina Psychiatric Services ECPS,https://www.ecps2800.com/,"2800 Village Way Trent Woods, NC 28562",252-637-7300,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Psychiatric/Psychological Evaluation, Cognitive-Behavioral Therapy, Couples Therapy, Anxiety Disorders"
Craven,"Psychological/Therapeutic Resources, LLC",http://www.ptrnewbern.com/,"504 Pollock Street New Bern, NC 28562, 210 Stonebridge Square Havelock, NC 28532","252-638-3881, 252-447-4151",ptr@embarqmail.com,3-18+,"Children, adolescents, adults",No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Psychological Evaluations
Craven,The Arc of Craven County,http://www.arccravennc.org/,"P.O. Box 12211 New Bern, NC 28561",252-636-3441,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,
Craven,The Arc of Craven County Day Camp,http://www.arccravennc.org/,"P.O. Box 12211 New Bern, NC 28561",252-636-3441,,5-22,"Children, adolescents, young adults",Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,
Craven,Carolina East Pediatrics,http://www.carolinaeastpediatrics.com/ped-psychology.php,"2636 Dr. Martin Luther King Jr. Blvd New Bern, NC 28562",252-636-1919,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,"Prenatal Visits, Laboratory Testing, Pediatric Psychology"
Craven,"Access Family Services, Inc.",https://www.accessfamilyservices.com/services/autism-services/,"800 Cardinal Rd New Bern, NC 28562",252-633-3855,"bking@accessfamilyservices.com, lmccloud@accessfamilyservices.com, eswank@accessfamilyservices.com",0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,"Crisis/Medication Management, Outpatient Therapy, Day Treatment, Respite Care, Therapeutic Foster Care, Family Centered Treatment, Day Treatment"
